Time(sec),Force_X,Force_Y,Force_Z
15.2952,356.1,345.5,0
15.3119,357.3,346.4,0
15.3187,358.3,346.9,0
15.3302,359.2,347.6,0
15.3399,359.5,348.1,0
15.3523,359.8,348.3,0
15.3619,359.6,348.5,0
15.3741,359,348.4,0
15.3863,358.2,348.2,0
15.3948,357.3,348,0
15.4069,356.1,347.7,0
15.4193,354.9,347.3,0
15.4315,353.6,346.9,0
15.4439,352,346.4,0
15.4572,350.7,345.8,0
15.4656,349.1,345.3,0
15.4795,347.8,344.7,0
15.4925,346.6,344.1,0
15.5048,345.5,343.5,0
15.5171,344.4,342.9,0
15.5261,343.4,342.3,0
15.5374,342.4,341.6,0
15.5505,341.6,340.9,0
15.5598,340.8,340.2,0
15.5729,340,339.6,0
15.587,339.3,339,0
15.594,338.6,338.4,0
15.6076,337.9,338,0
15.6193,337.3,337.4,0
15.6286,336.8,336.8,0
15.6416,336.3,336.4,0
15.6495,335.9,335.9,0
15.6622,335.5,335.5,0
15.6766,335.2,335.1,0
15.6855,334.9,334.6,0
15.6976,334.7,334.2,0
15.71,334.7,333.9,0
15.7184,334.6,333.4,0
15.7308,334.7,333.1,0
15.745,334.7,332.9,0
15.7551,334.7,332.7,0
15.7673,334.8,332.5,0
15.7756,334.8,332.3,0
15.7879,334.9,332.1,0
15.8001,334.9,332,0
15.8123,335.1,331.8,0
15.8252,335.1,331.6,0
15.8373,335,331.5,0
15.846,334.5,331.6,0
15.8582,334,331.6,0
15.8709,333.4,331.7,0
15.8819,332.4,332.1,0
15.8942,331.2,332.7,0
15.9064,329.8,333.8,0
15.9154,328.2,335.2,0
15.9275,326.2,336.7,0
15.9407,324.1,338.4,0
15.9516,321.9,340.2,0
15.9656,319.9,342,0
15.9747,317.6,344,0
15.9891,315.4,345.9,0
16.0015,313.2,347.6,0
16.0147,311.2,349.3,0
16.0229,309.3,350.7,0
16.0375,307.3,351.7,0
16.0455,305.5,352.9,0
16.0592,303.8,354,0
16.07,302.2,355.1,0
16.0797,300.4,356.1,0
16.0931,298.9,357,0
16.1022,297.2,357.8,0
16.1164,295.8,358.7,0
16.1289,294.5,359.5,0
16.1399,293.1,360.2,0
16.1531,292,361,0
16.163,290.9,361.5,0
16.1734,290,362,0
16.1858,289.1,362.3,0
16.1956,288.4,362.8,0
16.2055,287.8,363.1,0
16.22,287.4,363.4,0
16.2317,286.9,363.6,0
16.24,286.5,363.6,0
16.2526,286.3,363.5,0
16.2646,286.3,363.6,0
16.2754,286.5,363.7,0
16.289,287,363.9,0
16.2984,288,364.2,0
16.3107,289.5,364.4,0
16.3235,291.5,364.8,0
16.3325,294.1,365.2,0
16.3455,297.4,365.6,0
16.3591,301.2,365.8,0
16.3673,305.6,366.1,0
16.3802,310.4,366.1,0
16.3923,315.5,366,0
16.4025,320.6,365.6,0
16.4144,325.8,365.2,0
16.4229,330.9,364.7,0
16.4367,335.7,363.9,0
16.4482,340.2,363.3,0
16.462,344.5,362.6,0
16.4744,348.5,362.2,0
16.4873,352,362,0
16.4944,355.3,361.8,0
16.5077,358.1,361.7,0
16.5207,360.8,361.8,0
16.5293,363.2,361.9,0
16.5432,365.2,362,0
16.5555,367,362.1,0
16.5637,368.6,362.1,0
16.5759,369.7,362.3,0
16.5914,370.3,362.4,0
16.5988,370.8,362.3,0
16.6112,370.8,362.3,0
16.6196,370.5,362.3,0
16.632,369.6,362.1,0
16.646,368.2,361.7,0
16.6568,366.4,361.5,0
16.6696,364.1,361.4,0
16.6839,361.3,361.3,0
16.6923,358.2,361.1,0
16.7047,354.9,361,0
16.7178,351.1,360.9,0
16.7308,347.3,360.9,0
16.7428,343.4,360.8,0
16.7518,339.5,360.8,0
16.7647,335.8,361,0
16.7757,332.2,361,0
16.7875,328.9,361,0
16.8001,325.6,360.9,0
16.8091,322.7,360.8,0
16.821,319.8,360.8,0
16.8319,317.2,360.8,0
16.8443,314.5,360.5,0
16.8527,312,360.3,0
16.8653,309.7,360.3,0
16.8773,307.5,360.4,0
16.8868,305.5,360.5,0
16.8984,303.6,360.7,0
16.9119,302.2,360.7,0
16.9224,300.5,360.9,0
16.9349,299.2,361,0
16.9471,297.9,361.2,0
16.9552,296.8,361.5,0
16.9675,295.8,361.9,0
16.9809,294.8,362.4,0
16.9926,293.7,362.7,0
17.0058,292.7,363.1,0
17.0178,291.9,363.5,0
17.026,290.9,364.1,0
17.0406,290,364.5,0
17.0539,288.9,364.7,0
17.0627,288.1,364.9,0
17.0759,287.4,365.2,0
17.0843,286.7,365.5,0
17.0978,286.2,365.5,0
17.1129,285.9,365.5,0
17.1259,285.4,365.4,0
17.1354,284.9,365.2,0
17.1447,284.5,364.9,0
17.1567,284.5,364.8,0
17.1698,285.1,364.8,0
17.1788,285.8,364.8,0
17.1886,286.8,364.6,0
17.2012,288.2,364.3,0
17.2108,290.1,363.8,0
17.2229,292.6,363.4,0
17.2351,296,363,0
17.246,300.1,362.4,0
17.2582,304.7,361.9,0
17.2717,309.6,361.2,0
17.2799,314.6,360.5,0
17.2926,319.8,359.7,0
17.3062,325,358.9,0
17.3155,330.1,358.1,0
17.3288,334.9,357.6,0
17.3361,339.5,356.9,0
17.3499,343.5,356.2,0
17.3627,346.9,355.9,0
17.3729,350.1,355.5,0
17.3855,352.9,355.2,0
17.3987,355.3,355.1,0
17.4067,357.3,354.9,0
17.421,359.1,354.9,0
17.4344,360.6,354.9,0
17.4441,361.9,354.7,0
17.4553,362.6,354.7,0
17.4687,363.1,354.7,0
17.4771,363.2,354.4,0
17.4902,362.8,354.3,0
17.5025,362.1,353.8,0
17.5154,361,353.4,0
17.5274,359.7,353,0
17.5356,357.8,352.6,0
17.5486,355.7,352.2,0
17.5625,353.2,351.8,0
17.5759,350.6,351.3,0
17.5842,347.8,351,0
17.5958,344.8,350.7,0
17.6079,341.8,350.3,0
17.6218,338.6,350.3,0
17.631,335.5,350,0
17.6393,332.3,349.8,0
17.6537,329.4,349.6,0
17.6629,326.5,349.5,0
17.6771,323.6,349.6,0
17.6914,320.6,349.9,0
17.6986,317.8,349.9,0
17.7137,315.1,350.1,0
17.7217,312.4,350.3,0
17.737,310,350.3,0
17.7456,307.6,350.2,0
17.7586,305.3,350.2,0
17.7662,303,350.1,0
17.779,301,350,0
17.7923,299.4,349.7,0
17.8034,298.1,349.5,0
17.8141,296.8,349.5,0
17.828,295.9,349.5,0
17.8402,295.1,349.5,0
17.8489,294.4,349.7,0
17.8629,293.8,350.2,0
17.8714,293.4,350.4,0
17.8864,293.2,350.7,0
17.8965,293.1,351,0
17.9081,293.2,351.5,0
17.9177,293.7,351.8,0
17.9314,294.6,351.8,0
17.9418,295.6,351.8,0
17.9514,297.1,351.6,0
17.9628,298.9,351.3,0
17.9769,301.2,350.9,0
17.9881,303.9,350.5,0
17.9964,307.1,350.2,0
18.0096,310.7,349.7,0
18.0223,314.4,349.1,0
18.0322,318.2,348.4,0
18.0446,322.1,348,0
18.0528,326.1,347.8,0
18.0664,329.9,348,0
18.0802,334,348.2,0
18.0899,337.8,348.8,0
18.1031,341.5,349.5,0
18.1147,344.9,350.3,0
18.1224,348,351.1,0
18.1348,350.8,352.1,0
18.147,353.3,353.1,0
18.1592,355.4,354.1,0
18.1716,357.2,354.9,0
18.1838,358.9,355.5,0
18.1931,359.8,356,0
18.2046,360.7,356.2,0
18.2167,361.1,356.3,0
18.2289,361.3,356.2,0
18.2419,361.2,356.2,0
18.2509,360.7,355.9,0
18.2635,359.9,355.6,0
18.2774,358.9,355.1,0
18.2865,357.4,354.3,0
18.2995,355.4,353.4,0
18.311,353.2,352.4,0
18.3212,350.6,351.3,0
18.3333,347.7,350.2,0
18.346,344.2,349.2,0
18.3559,340.6,348,0
18.3683,336.9,347,0
18.3765,333,346,0
18.3887,329.1,345.1,0
18.401,325.5,344.5,0
18.4133,322,343.9,0
18.4255,318.7,343.7,0
18.4377,315.5,343.4,0
18.446,312.7,343.4,0
18.4583,310.4,343.5,0
18.472,308.3,343.7,0
18.4828,306.4,343.8,0
18.4951,304.8,344,0
18.5076,303.2,344.2,0
18.5162,301.8,344.4,0
18.5283,300.8,344.7,0
18.5424,299.9,344.9,0
18.5526,299.4,345.3,0
18.5662,299.1,345.4,0
18.5747,299,345.6,0
18.587,299.1,345.7,0
18.5991,299.6,345.7,0
18.6099,300.4,345.6,0
18.6221,301.7,345.4,0
18.6367,303.3,345.3,0
18.6444,305,345.1,0
18.6586,307.4,344.7,0
18.6709,309.8,344.2,0
18.6794,312.6,343.9,0
18.6918,315.7,343.3,0
18.7002,318.7,342.9,0
18.7124,321.8,342.6,0
18.7268,325,342.4,0
18.7368,328.2,342.2,0
18.7493,331.2,341.9,0
18.7635,334.3,341.8,0
18.7708,337,341.9,0
18.7828,339.7,342.2,0
18.796,342.2,342.6,0
18.8064,344.5,343.2,0
18.8186,347,343.8,0
18.831,349.4,344.5,0
18.8391,351.6,345.2,0
18.8515,353.6,345.9,0
18.8637,355.7,346.7,0
18.876,357.7,347.6,0
18.8886,359.5,348.4,0
18.8978,361.1,349.1,0
18.9091,362.5,349.7,0
18.9226,363.7,350,0
18.9334,364.5,350.5,0
18.9458,365.2,350.9,0
18.9589,365.8,351.4,0
18.9679,366.2,351.9,0
18.979,366.3,352.4,0
18.9924,366.1,352.8,0
19.003,365.8,353.2,0
19.0153,365.3,353.5,0
19.0237,364.4,353.8,0
19.0369,363.2,354,0
19.0492,361.7,353.9,0
19.0617,359.7,353.8,0
19.0735,357.3,353.4,0
19.0874,354.9,352.9,0
19.0971,352.4,352.3,0
19.1101,349.9,351.4,0
19.125,347.1,350.4,0
19.1356,344.5,349.2,0
19.1467,342,347.9,0
19.159,339.7,346.5,0
